"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18234.java:23:63:23:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18234.java","62","25","62","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18234.java:23:63:23:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18234.java","68","60","68","63"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18264.java:22:63:22:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18264.java","62","29","62","49"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18264.java:22:63:22:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18264.java","68","64","68","67"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18452.java:14:28:14:51""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18452.java","27","25","27","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18452.java:14:28:14:51""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18452.java","33","60","33","63"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18458.java:15:28:15:51""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18458.java","28","25","28","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18458.java:15:28:15:51""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18458.java","34","60","34","63"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18532.java:9:16:9:43""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18532.java","21","25","21","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18532.java:9:16:9:43""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18532.java","27","60","27","63"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18584.java:24:63:24:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18584.java","70","25","70","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18584.java:24:63:24:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18584.java","76","60","76","63"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18588.java:26:63:26:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18588.java","72","25","72","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18588.java:26:63:26:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18588.java","78","60","78","63"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18596.java:24:63:24:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18596.java","70","25","70","45"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18596.java:24:63:24:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18596.java","76","60","76","63"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///src/testcases/CWE23_Relative_Path_Traversal/J18604.java:24:63:24:85""]].","/src/testcases/CWE23_Relative_Path_Traversal/J18604.java","70","25","70","45"
